Recency,Frequency,Monetary,Time,Class,Scored Labels,Scored Probabilities
-0.680679410118051,1.45410604720814,1.45410604720814,0.234721559432922,-0.558820813637418,1.78948238074904,0.516565799713135
-0.927898734598897,-0.0882040063297832,-0.0882040063297835,0.522072993894174,1.78948238074904,-0.558820813637418,0.251346081495285
-0.680679410118051,-0.773675141235527,-0.773675141235529,-1.24308581779638,-0.558820813637418,-0.558820813637418,0.335531979799271
0.802636536767025,-0.773675141235527,-0.773675141235529,-0.750483358719944,-0.558820813637418,-0.558820813637418,0.109034694731236
0.18458822556491,0.425899344849525,0.425899344849526,0.56312319881721,-0.558820813637418,-0.558820813637418,0.173525348305702
0.18458822556491,-0.602307357509091,-0.602307357509093,-0.545232334104764,-0.558820813637418,-0.558820813637418,0.162611246109009
-0.0626310989159362,-0.602307357509091,-0.602307357509093,0.727324018509354,-0.558820813637418,-0.558820813637418,0.0950114578008652
-0.804289072358474,1.45410604720814,1.45410604720814,0.0294705348177412,-0.558820813637418,1.78948238074904,0.571403741836548
0.555417212286179,-0.0882040063297832,-0.0882040063297835,-0.339981309489583,-0.558820813637418,-0.558820813637418,0.160085931420326
0.802636536767025,0.0831637773966527,0.0831637773966529,1.9177799612774,-0.558820813637418,-0.558820813637418,0.0418124720454216
0.555417212286179,0.254531561123089,0.254531561123089,1.54832811697008,-0.558820813637418,-0.558820813637418,0.070046991109848
-0.927898734598897,0.254531561123089,0.254531561123089,-0.0936800799513671,1.78948238074904,-0.558820813637418,0.39023020863533
-0.680679410118051,-0.259571790056219,-0.25957179005622,-0.0115796701052949,1.78948238074904,-0.558820813637418,0.255433022975922
-0.680679410118051,0.0831637773966527,0.0831637773966529,0.0294705348177412,-0.558820813637418,-0.558820813637418,0.302070498466492
0.555417212286179,0.254531561123089,0.254531561123089,0.439972584048102,-0.558820813637418,-0.558820813637418,0.131300434470177
-0.927898734598897,-0.773675141235527,-0.773675141235529,-1.32518622764245,-0.558820813637418,-0.558820813637418,0.39006444811821
0.18458822556491,0.425899344849525,0.425899344849526,0.727324018509354,1.78948238074904,-0.558820813637418,0.159222483634949
-0.680679410118051,-0.602307357509091,-0.602307357509093,-1.24308581779638,-0.558820813637418,-0.558820813637418,0.364895284175873
0.555417212286179,-0.602307357509091,-0.602307357509093,-0.832583768566016,-0.558820813637418,-0.558820813637418,0.14990821480751
3.52204910605633,-0.773675141235527,-0.773675141235529,0.152621149586849,-0.558820813637418,-0.558820813637418,0.00902088638395071
0.802636536767025,1.45410604720814,1.45410604720814,1.99988037112347,-0.558820813637418,-0.558820813637418,0.104263983666897
-1.05150839683932,0.597267128575961,0.597267128575962,0.686273813586318,-0.558820813637418,-0.558820813637418,0.357565641403198
1.42068484796914,-0.430939573782655,-0.430939573782656,-0.339981309489583,-0.558820813637418,-0.558820813637418,0.0716241747140884
-0.680679410118051,1.79684161466101,1.79684161466102,0.152621149586849,1.78948238074904,1.78948238074904,0.592921674251556
